id	src_audio	src_text	tgt_audio	tgt_text	tgt_units
323	wavs/train/iv_k_018_002_054_0259.wav	준비시키는 기간이 필요하다 든 가, 이럴 때 하는 경우가 인제 저희가 지금 일반적으로 이야기하는 가정 위탁입니다.	wavs/train/iv_k_018_002_054_0259_en.wav	A period of preparation is needed, and a case like this is what we usually call foster home care.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_054_0259_en.npy				
347	wavs/train/iv_k_018_002_060_0295.wav	친자 입양의 경우는 인제 전적으로 내 아이가 되는 거기 때문에, 부모가 비용을 부담하지만, 가정 위탁의 경우는 말 그대로 위탁이기 때문에,	wavs/train/iv_k_018_002_060_0295_en.wav	In the case of parental adoption, you formerly accept the child as your family, so the parents pay for it, but in the case of the foster home system, it is literally just a consignment.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_060_0295_en.npy				
351	wavs/train/iv_k_018_002_062_0303.wav	그걸 보다 못해 아내가 좀 돌봐 준다고 집을 아이를 데리고 왔습니다. 그게 아이와의 인연의 시작이 되었습니다.	wavs/train/iv_k_018_002_062_0303_en.wav	My wife couldn't just watch the situation, so she brought the child home. That was the beginning of the relationship with my child.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_062_0303_en.npy				
378	wavs/train/iv_k_018_002_069_0339.wav	어느 날, 아빠가 이 주 만, 아이를 봐달라고,	wavs/train/iv_k_018_002_069_0339_en.wav	One day, he asked me to look after the child for just two weeks.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_069_0339_en.npy				
379	wavs/train/iv_k_018_002_069_0340.wav	이제 담임 선생님하고 이제 그 상의를 해서, 아빠가 집을 알려줘서 집에 갔는데, 그동안 이 아이가 돌봄을 잘 아빠한테 받지 못하고 있는,	wavs/train/iv_k_018_002_069_0340_en.wav	After discussing it with the homeroom teacher, he told me about his house and I went there, but this child has not been taken care of well by his father.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_069_0340_en.npy				
419	wavs/train/iv_k_018_002_082_0398.wav	인쇄 관련된 일을 하면서 디자인을 공부를 하고 있는데, 이제 좀 더 이거에 대해서 나아가면서,	wavs/train/iv_k_018_002_082_0398_en.wav	I'm studying design while working on a job related to printing, and now I'm going to move on to this.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_082_0398_en.npy				
441	wavs/train/iv_k_018_002_089_0430.wav	이런 생각 하고요. 아이에게 가장 중요한 것은 자랄 수 있는 환경에서 부모님이 든든하게 계셔 주시는 것, 그래서 자랑스러운 일, 기쁜 일,	wavs/train/iv_k_018_002_089_0430_en.wav	That's what I think. The most important thing for a child is to be able to grow up in an environment with strong parents, so they can be proud and happy.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_002_089_0430_en.npy				
454	wavs/train/iv_k_018_004_002_0009.wav	지금은 이제 중절모 벗으면 못 알아보세요.	wavs/train/iv_k_018_004_002_0009_en.wav	Now, people can not recognize me if I take off my fedora.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_002_0009_en.npy				
457	wavs/train/iv_k_018_004_002_0012.wav	사생활일 이 그니까 제가 좀 편하게 다니고 싶으면 모자 벋고 다니면 전혀 못알아봐	wavs/train/iv_k_018_004_002_0012_en.wav	My personal life... So if I want to walk around comfortably, they won't notice me if I wear a hat.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_002_0012_en.npy				
543	wavs/train/iv_k_018_004_032_0145.wav	낮에 학교 가고, 밤에 이 그룹하고,	wavs/train/iv_k_018_004_032_0145_en.wav	I went to school during the day, I went to this group at night,	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_032_0145_en.npy				
581	wavs/train/iv_k_018_004_044_0204.wav	사모란 곡을 쓰겠습니다. 그럼 허락을 받아야 돼요.	wavs/train/iv_k_018_004_044_0204_en.wav	If I'm going to use a song called Love Dearly. Then you need to get permission.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_044_0204_en.npy				
632	wavs/train/iv_k_018_004_059_0283.wav	사랑 이별 얘기지만, 코로나와 이별 하고 싶어요.	wavs/train/iv_k_018_004_059_0283_en.wav	It's a love breakup story, but I want to say goodbye to Corona.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_059_0283_en.npy				
662	wavs/train/iv_k_018_004_070_0324.wav	이번에는 좀 우리가 한번 아홉분 스님이 좀 이렇게 대중에 나가 가지고,	wavs/train/iv_k_018_004_070_0324_en.wav	This time, let's have the nine monks go out to the public,	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_070_0324_en.npy				
689	wavs/train/iv_k_018_004_079_0365.wav	저기는	wavs/train/iv_k_018_004_079_0365_en.wav	Over there,	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_079_0365_en.npy				
701	wavs/train/iv_k_018_004_084_0386.wav	이것이 우리가 살아가는 기본적인 욕망인데. 그런 욕망 자체를 완전히 배제 시키고	wavs/train/iv_k_018_004_084_0386_en.wav	This is the basic desire for us to live. It completely eliminates that desire.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_084_0386_en.npy				
730	wavs/train/iv_k_018_004_095_0431.wav	일반인들이, 일반인들이	wavs/train/iv_k_018_004_095_0431_en.wav	The general public, the general public.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_004_095_0431_en.npy				
788	wavs/train/iv_k_018_005_017_0068.wav	저는 지금 요즘에 이제 코로나 때문에 그렇지만, 저는 그냥 엄마가 조금이라도 건강하실 때 그냥 많은 것을 함께 나누고 많은 것을 보여드리고 싶고,	wavs/train/iv_k_018_005_017_0068_en.wav	I'm like this these days now because of Covid-19, but I just want to share a lot with my mom when my mom is healthy.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_005_017_0068_en.npy				
831	wavs/train/iv_k_018_005_034_0125.wav	사실 저 시절은요, 뭐 소위 말하는 이렇게 보정도 안 되고, 화장도 그렇게 기술이 발달하지 않았을 텐데, 저렇게 아름다우세요?	wavs/train/iv_k_018_005_034_0125_en.wav	In fact, back in those days, there was no photoshop, and makeup wasn't that advanced, but how did you look that beautiful?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_005_034_0125_en.npy				
833	wavs/train/iv_k_018_005_035_0127.wav	그래서 더 당당해 보이신 게 아닌가 싶어요. 또 무엇보다 어머니 사랑을 충분히 받으셨다고 하니까.	wavs/train/iv_k_018_005_035_0127_en.wav	I think that's why you looked more confident. And more than anything, you've received enough love from your mom.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_005_035_0127_en.npy				
920	wavs/train/iv_k_018_005_066_0266.wav	기본적으로 걷게 되더라고요.	wavs/train/iv_k_018_005_066_0266_en.wav	I ended up basically walking with them.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_005_066_0266_en.npy				
955	wavs/train/iv_k_018_008_011_0046.wav	근데 많은 분들이 터프라는 모습을 오르지 그 캐릭터. 이제 방송에 나가고 아니면 어디 출연하고 할 때 그것만 보면서 이제 터프라는 그게 많이 이제 발성이 됐어요.	wavs/train/iv_k_018_008_011_0046_en.wav	A lot of people saw him tough through the program of the show, or other TV programs.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_011_0046_en.npy				
957	wavs/train/iv_k_018_008_012_0051.wav	강주은 씨 나오셔서 남편 흉도 좀 보고 그러셔야 되는데, 왠지 남편 자랑만 할 것 같은 그런 느낌도 드는데.	wavs/train/iv_k_018_008_012_0051_en.wav	Since you are here, you should speak ill of your husband, but I feel like you will just brag about your husband.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_012_0051_en.npy				
962	wavs/train/iv_k_018_008_014_0060.wav	이 말씀을 참 많이 나누긴 했었어요. 그래서 지루하신 분들께서 죄송하고요. 우리가 미스코리아 때, 제가 이제 선발 대회에 나갔었고.	wavs/train/iv_k_018_008_014_0060_en.wav	I talked about this a lot. I'm sorry for those who are bored. When Miss Korea was happening, I went to the contest.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_014_0060_en.npy				
979	wavs/train/iv_k_018_008_021_0089.wav	프로 포즈라는 거는 진짜 결혼해 주시겠습니까? 이런 말을 하신 건가요?	wavs/train/iv_k_018_008_021_0089_en.wav	"Did he really ask you ""Will you really marry me?"" This kind of thing?"	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_021_0089_en.npy				
1032	wavs/train/iv_k_018_008_042_0171.wav	그렇죠. 그래서 그 부담이 대단했었고요. 어디 가더라도 최민 그 스타를 결혼해서 좋겠다 라는 말씀들을 종종 하셨고.	wavs/train/iv_k_018_008_042_0171_en.wav	That's right. So I felt a lot of pressure. Everybody said it would be nice to marry a star wherever I go.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_042_0171_en.npy				
1155	wavs/train/iv_k_018_008_091_0354.wav	처음에 만났을 때 남편이 굉장히 좀 이렇게 좀 겉으로 굉장히 좀,좀 덜렁덜렁 이렇게 좀 막 좀 그랬잖아요. 거칠고 저는 좀 약간 얌전하고.	wavs/train/iv_k_018_008_091_0354_en.wav	When we first met, my husband was very rough and I used to like people who are a bit calm.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_008_091_0354_en.npy				
1185	wavs/train/iv_k_018_009_001_0002.wav	오늘도 오후 내내 계속 비가 내리고요. 또 지역에 따라 강한 바람이 부는 곳도 있다고 하는군요.	wavs/train/iv_k_018_009_001_0002_en.wav	It continues to rain all afternoon today. It is also said that there are places where strong winds blow depending on the region.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_009_001_0002_en.npy				
1217	wavs/train/iv_k_018_009_009_0047.wav	아니아니 시즌 원에서도 난리를 치고 다 뒤집어 엎고 다 했는데, 원인은 보시면 알거야.	wavs/train/iv_k_018_009_009_0047_en.wav	You know, Season 1 made a fuss and flipped everything upside down, but you'll know the reason.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_009_009_0047_en.npy				
1285	wavs/train/iv_k_018_009_031_0150.wav	혼자 처음 사시게 됐을 때 그 느낌을 혹시 기억 하세요?	wavs/train/iv_k_018_009_031_0150_en.wav	Do you remember that feeling when you first started living alone?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_009_031_0150_en.npy				
1291	wavs/train/iv_k_018_009_033_0160.wav	꿈이어가지고 결혼한 후에도 그 꿈을 못 버리고 시부모님께 허락을 받아서	wavs/train/iv_k_018_009_033_0160_en.wav	I kept my dream and got married, but I couldn't give up on that dream,. So I got permission from my parents-in-law. I became an TV actress.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_009_033_0160_en.npy				
1366	wavs/train/iv_k_018_009_059_0268.wav	저는 있었어요.	wavs/train/iv_k_018_009_059_0268_en.wav	I had one.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_009_059_0268_en.npy				
1385	wavs/train/iv_k_018_010_003_0010.wav	이래 저래 요즘 다 같이 힘든 시기 보내고 있는데요. 웃으니까 웃어 지네요. 또.	wavs/train/iv_k_018_010_003_0010_en.wav	Since then, we are all going through a difficult time together these days. But laughing is possible if you try.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_003_0010_en.npy				
1389	wavs/train/iv_k_018_010_006_0015.wav	요즘 코로나 때문이라도 힘든데, 그래도 여기저기서 일이 들어오고, 그냥 노래하는데도 생기고 강연하는데도 생기고 그러니까 여기저기 많이 돌아다니죠.	wavs/train/iv_k_018_010_006_0015_en.wav	It's hard these days because of covid 19, but work comes in from here and there, I just happen to sing and give lectures, so I go around a lot.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_006_0015_en.npy				
1402	wavs/train/iv_k_018_010_011_0033.wav	다 팔아 가지고 들어갈 때는 그냥 내가 늴리리야, 늴리리야 이러고 뛰어 들어가는 거예요.	wavs/train/iv_k_018_010_011_0033_en.wav	When I sold everything and went back home, I just sang out of joy and ran back home.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_011_0033_en.npy				
1424	wavs/train/iv_k_018_010_020_0066.wav	연예인들이 정말 힘들고 어려운데 연출자가 대본 들고 올 때 좋은 역할인지, 나쁜 역할인지 알아요.	wavs/train/iv_k_018_010_020_0066_en.wav	Celebrities know whether the director gives a good role or a bad role when he brings the script.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_020_0066_en.npy				
1447	wavs/train/iv_k_018_010_029_0102.wav	이제 또 제가 살길을 찾아야 되니까요. 그동안 사실 정치 하느라고 미뤄뒀던 일이 있거든요. 연구소가 있는데요.	wavs/train/iv_k_018_010_029_0102_en.wav	I need to find a way to live. In fact, I've been putting off some things while doing politics. There's a lab.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_029_0102_en.npy				
1457	wavs/train/iv_k_018_010_032_0115.wav	지금도 계속 많은 스포츠계의 폭력 문제, 아동 학대 문제, 재해, 재난, 이런 것들이 많은데, 근데 일은 안하고 자꾸 싸우는 그런 국회 다 보니까 마음이 너무 무거웠었고요.	wavs/train/iv_k_018_010_032_0115_en.wav	Even now, there are many issues of violence in the sports world, child abuse issues, and disasters, but seeing the National Assembly that keeps fighting without work, my heart was too heavy.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_032_0115_en.npy				
1491	wavs/train/iv_k_018_010_048_0171.wav	그러다 또, 또 사고를 치고 또 엉뚱한 사람을 신고하고,	wavs/train/iv_k_018_010_048_0171_en.wav	Then again, I had an accident and reported the wrong person again.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_048_0171_en.npy				
1520	wavs/train/iv_k_018_010_060_0211.wav	그 뒤로 인제 경찰 대학에서 교편을 잡으시고, 후학 양성에 얼마나 매진하셨는지는 많이들 알고 계실 텐데.	wavs/train/iv_k_018_010_060_0211_en.wav	After that, I'm sure many of you know how much you've been teaching at the police university and devoted yourself to fostering your juniors.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_060_0211_en.npy				
1529	wavs/train/iv_k_018_010_063_0224.wav	그러면 소년 범죄가 지금 현재 하나는 이, 이 친구들 중에 일부가 대단히 정말 어른보다 더 심각한 강력 범죄를 저지르잖아요.	wavs/train/iv_k_018_010_063_0224_en.wav	So the problem with juvenile delinquency right now is that some of these friends, commit more serious, and violent crimes than an adult.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_010_063_0224_en.npy				
1576	wavs/train/iv_k_018_011_009_0039.wav	만났다는데 저는 기억에는 없거든요. 기억에는 없고 임용이는 제가 한 번 기억이 있어요.	wavs/train/iv_k_018_011_009_0039_en.wav	But I don't remember him. I don't remember, but I do remember Lim Young-woong once.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_011_009_0039_en.npy				
1638	wavs/train/iv_k_018_011_028_0128.wav	유행가를 많이 불러가지고	wavs/train/iv_k_018_011_028_0128_en.wav	I sang a lot of popular songs.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_011_028_0128_en.npy				
1696	wavs/train/iv_k_018_011_049_0212.wav	본인이 해요. 예전에는 제가 좀 어드바이스를 해줬는데, 지금은 본인이 하고	wavs/train/iv_k_018_011_049_0212_en.wav	He does it himself. I used to give him some advice, but now he does it himself.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_011_049_0212_en.npy				
1731	wavs/train/iv_k_018_011_063_0267.wav	어쨌든 오늘 아침부터 두 분 나와 주셔서 감사하고요.	wavs/train/iv_k_018_011_063_0267_en.wav	Anyway, thank you two for coming out this morning.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_011_063_0267_en.npy				
1801	wavs/train/iv_k_018_012_028_0106.wav	신성씨가 여러분 아시는 것 처럼 효자에요.	wavs/train/iv_k_018_012_028_0106_en.wav	As you all know, Shin Sung is a good son.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_028_0106_en.npy				
1807	wavs/train/iv_k_018_012_029_0112.wav	근데 어쨌든 고향으로 다시 내려가는 건 쉽지 않은 결정 이었을텐데	wavs/train/iv_k_018_012_029_0112_en.wav	But anyway, going back to your hometown would not have been an easy decision.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_029_0112_en.npy				
1811	wavs/train/iv_k_018_012_031_0119.wav	저 같은 경우는 큐브 엔터테이먼트라는 회사가 있는데 아이돌 회사 였어요.	wavs/train/iv_k_018_012_031_0119_en.wav	In my case, there's a company called Cube Entertainment, and it was an idol company.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_031_0119_en.npy				
1815	wavs/train/iv_k_018_012_032_0126.wav	그래서 뭐 엠씨 보시는 분들도 그렇고 또 주변에 있는 분들도 좀 이름을 바꿨으면 좋겠다 부를 때 확 귀에 들어오는 이름들이 대부분 성공을 한다.	wavs/train/iv_k_018_012_032_0126_en.wav	So the MCs and the people around me recommended changing my name. They said names that can catch your ears when you call them are successful.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_032_0126_en.npy				
1842	wavs/train/iv_k_018_012_040_0163.wav	어떻게 이번 농활 원정대를 통해서 뭘 느꼈는지를 좀 여쭤보고 싶어요.	wavs/train/iv_k_018_012_040_0163_en.wav	I'd like to ask you what you felt through this farming expedition.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_040_0163_en.npy				
1910	wavs/train/iv_k_018_012_060_0261.wav	근데 그분들 보면 그냥 부모님 생각이 나고 우리 아버지 우리 어머니 같은 생각이 그렇게 들어요.	wavs/train/iv_k_018_012_060_0261_en.wav	But when I see them, I think of my parents and think of them as my mom and dad.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_012_060_0261_en.npy				
1966	wavs/train/iv_k_018_013_010_0042.wav	근데 아무리 그래도 킬리만자로가 완만하다는 얘긴 제가 처음 듣는데요.	wavs/train/iv_k_018_013_010_0042_en.wav	But I've never heard that Mt.Kilimanjaro is gentle.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_013_010_0042_en.npy				
2054	wavs/train/iv_k_018_013_038_0183.wav	처음으로 했는데 사실은 제가 어렸을 때부터 저희 어머님이 대 선배신 배호 선생님을 너무 저희 어머님이 좋아하셔서 저도 어렸을 때부터 그런 노래를 많이 듣고 자랐어요.	wavs/train/iv_k_018_013_038_0183_en.wav	I did it for the first time. Since when I was young, my mom liked Bae Ho, who was a senior, so I grew up listening to a lot of those songs.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_013_038_0183_en.npy				
2059	wavs/train/iv_k_018_013_039_0190.wav	근데 뭐 그런 용기가 생기더라고요. 왜냐면 미국서 재봉질도 하고 장난감도 팔아 봤는데 못하겠어.	wavs/train/iv_k_018_013_039_0190_en.wav	But I got that courage. Because I tried sewing and selling toys in America, but what else can't I do?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_013_039_0190_en.npy				
2086	wavs/train/iv_k_018_013_047_0225.wav	제가 이십대에 가서 삼십대에 왔으니까. 그래서 지금 저 진짜 에도 김과 진이 같이 있는 거예요.	wavs/train/iv_k_018_013_047_0225_en.wav	Because I went in my twenties and came back in my thirties. That's why I have both Kim and Jin in my name.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_013_047_0225_en.npy				
2114	wavs/train/iv_k_018_013_055_0268.wav	진미령씨의 노래를 통해서 위로를 받으시면 어떨까 싶습니다.	wavs/train/iv_k_018_013_055_0268_en.wav	I hope you get comforted by Jin Mi-ryung's songs.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_013_055_0268_en.npy				
2188	wavs/train/iv_k_018_014_019_0104.wav	첫 작품을 시작을 했어요. 한운사 선생님의 눈이 날리는데 라는 작품. 거기에 이제 여사무원이었어요.	wavs/train/iv_k_018_014_019_0104_en.wav	"I started my first work. Han Woon-sa's ""The Snow Blows"". I was a female clerk there."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_014_019_0104_en.npy				
2211	wavs/train/iv_k_018_014_026_0140.wav	우리는 일 년에 전화를 한 두 번 밖에 안 해도 서로 마음이 통한다는 거.	wavs/train/iv_k_018_014_026_0140_en.wav	That we can relate to each other even if we only call once or twice a year.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_014_026_0140_en.npy				
2231	wavs/train/iv_k_018_014_032_0171.wav	한편으론 너무 감사한.	wavs/train/iv_k_018_014_032_0171_en.wav	But on the other hand, I was so thankful.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_014_032_0171_en.npy				
2245	wavs/train/iv_k_018_014_036_0190.wav	또 더군다나 젊을 때니까 더 그게 욕심도 많았고 그랬겠죠. 그랬는데 그 작품이 어떻듯 잘했어요. 그래 가지고 유명한 작품이었어요.	wavs/train/iv_k_018_014_036_0190_en.wav	And since I was young, I must have been more greedy. But I did a great job. So it was a famous piece.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_014_036_0190_en.npy				
2259	wavs/train/iv_k_018_014_040_0212.wav	근데 이 작가 선생님이 내가 원경왕후를 해야 된다는 거예요. 엄마 역할을.	wavs/train/iv_k_018_014_040_0212_en.wav	But this writer told me that I had to be Queen Wongyeong. The role of a mom.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_014_040_0212_en.npy				
2310	wavs/train/iv_k_018_015_006_0034.wav	불러드려야 한다는 생각도 있고 해서, 좀 이렇게 많이 오픈 되지 않는 게 좋을 것 같아서,	wavs/train/iv_k_018_015_006_0034_en.wav	I have a thought that I should call you, so I think it would be better not to open up this much.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_006_0034_en.npy				
2329	wavs/train/iv_k_018_015_014_0065.wav	잘못한 부분이 있으면 이렇게 잘라서 그때, 그때 또 다시 할 수가 있어요.	wavs/train/iv_k_018_015_014_0065_en.wav	If you make a mistake, you can cut it like this and do it over and over again.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_014_0065_en.npy				
2338	wavs/train/iv_k_018_015_016_0077.wav	팬레터를 많이 받긴 받았는데도 기억나는 몇 장이 있어요.	wavs/train/iv_k_018_015_016_0077_en.wav	I received a lot of fan letters, but there are a few that I can still remember.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_016_0077_en.npy				
2339	wavs/train/iv_k_018_015_017_0080.wav	그래 가지고 옛날에 다정하던 시절이 생각이 많이 났었던 모양이에요. 그래 가지고 이혼을 접고, 다시 내려갔다고. 고맙다고.	wavs/train/iv_k_018_015_017_0080_en.wav	Yes, it seems that the song reminded them of a lot of the good old days. Yes, they gave up the divorce and went back downstairs again. Thank you.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_017_0080_en.npy				
2361	wavs/train/iv_k_018_015_023_0111.wav	근데 윤시내 씨의 개성이 물씬 느껴지는 노래예요.	wavs/train/iv_k_018_015_023_0111_en.wav	But it's a song where you can feel Yoon Shi-nae's personality.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_023_0111_en.npy				
2376	wavs/train/iv_k_018_015_028_0134.wav	가끔 여러분 좀 웃겨 드리려고 한 번 말씀을 드렸는데, 제가 이제	wavs/train/iv_k_018_015_028_0134_en.wav	Occasionally, I said it once to make you laugh, but now I	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_028_0134_en.npy				
2401	wavs/train/iv_k_018_015_035_0173.wav	이 윤시내 씨가 데뷔 이후에 한 번도 노래를 놓으신 적이 없어요. 그야말로 노래에 대한 열정만으로 살아오신 분 이거든요.	wavs/train/iv_k_018_015_035_0173_en.wav	Yoon Shinae has never let go of a song since her debut. She's lived only with his passion for singing.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_015_035_0173_en.npy				
2442	wavs/train/iv_k_018_016_002_0007.wav	이분의 건강은 또 우리 모두의 건강이 아닐까 싶기도 한데요.	wavs/train/iv_k_018_016_002_0007_en.wav	It can be told that his health is important as our own health.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_016_002_0007_en.npy				
2449	wavs/train/iv_k_018_016_005_0017.wav	그러더니 아프셨다면서요. 선생님 아프시면 안 된다고, 선생님 아프면 대한민국이 다 아프다고 이렇게 그래.	wavs/train/iv_k_018_016_005_0017_en.wav	Then she also said she heard I was sick. She said I should take care of my health, when I'm sick, the whole of Korea will be sick.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_016_005_0017_en.npy				
2494	wavs/train/iv_k_018_016_022_0089.wav	장윤정씨 요새 잖아요. 그것도 노래자랑 출신이예요.	wavs/train/iv_k_018_016_022_0089_en.wav	Jang Yoon-jung, who is so hot these days, also was from The National Singing Contest.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_016_022_0089_en.npy				
2502	wavs/train/iv_k_018_016_025_0102.wav	항의엽서가 가마니로 들어오는거야. 아무리 세상이 변했어도 저런 일이 있냐. 이 말이야. 며느리가 노래하고 시애미가 춤 추고.	wavs/train/iv_k_018_016_025_0102_en.wav	Loads of protest postcards were sent. Even if the world has changed so much, how could the daughter-in-law sing and the mom dance?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_016_025_0102_en.npy				
2542	wavs/train/iv_k_018_016_043_0161.wav	눈 나리는 밤, 울며 헤진 부산항, 검사와 여선생, , 울지마라 두 남매, 이런 점점점점 오면서, 홍도야 울지 마라. 뭐 나오고 이랬는데	wavs/train/iv_k_018_016_043_0161_en.wav	Snowy Night, Busan Port Weeping, Prosecutor and Female Teacher, Don't Cry Two Siblings, Hung-do Don't Cry. These were the shows.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_016_043_0161_en.npy				
2592	wavs/train/iv_k_018_018_003_0010.wav	최재성 입니다. 반갑습니다.	wavs/train/iv_k_018_018_003_0010_en.wav	This is Jae-Sung Choi. Nice to meet you.	
