id	tgt_text
2054	▁처음 으로 ▁했는데 ▁사실은 ▁제 가 ▁어 렸 을 ▁ 때부터 ▁저희 ▁어머님 이 ▁대 ▁선배 신 ▁배 호 ▁선생님 을 ▁너무 ▁저희 ▁어머님 이 ▁좋아하 셔서 ▁저 도 ▁어 렸 을 ▁ 때부터 ▁그런 ▁노래 를 ▁많이 ▁듣 고 ▁자 랐 어요
2059	▁근 데 ▁뭐 ▁그런 ▁용기 가 ▁생기 더라고요 ▁왜냐면 ▁미국 서 ▁재 봉 질 도 ▁하고 ▁장난 감 도 ▁팔아 ▁봤는데 ▁못하 겠어
2086	▁제 가 ▁이십 대에 ▁가서 ▁삼십 대에 ▁왔 으니까 ▁그래서 ▁지금 ▁저 ▁진짜 ▁ 에도 ▁김 과 ▁진 이 ▁ 같이 ▁있는 ▁거예요
2114	▁진 미 령 씨 의 ▁노래 를 ▁통해 서 ▁위로 를 ▁받 으시면 ▁어떨까 ▁싶습니다
2188	▁첫 ▁작품 을 ▁시작 을 ▁했어요 ▁한 운 사 ▁선생님 의 ▁눈 이 ▁날리는 데 ▁ 라는 ▁작품 ▁거기에 ▁이제 ▁여 사 무원이 었어요
2211	▁우리 는 ▁일 ▁년에 ▁전화 를 ▁한 ▁두 ▁번 ▁밖에 ▁안 ▁해도 ▁서로 ▁마음 이 ▁통한 다는 ▁거
2231	▁한편으 론 ▁너무 ▁감사한
2245	▁또 ▁ 더군 다 나 ▁젊 을 ▁때니까 ▁더 ▁그게 ▁욕심 도 ▁많았 고 ▁그랬 겠죠 ▁그랬는데 ▁그 ▁작품이 ▁어떻 듯 ▁잘 했어요 ▁그래 ▁가지고 ▁유명한 ▁작품이 었어요
2259	▁근 데 ▁이 ▁작가 ▁선생님이 ▁내 가 ▁ 원경 왕 후 를 ▁해야 ▁된다 는 ▁거예요 ▁엄마 ▁역할을
2310	▁불러 드려 야 ▁한다 는 ▁생각 도 ▁있고 ▁해서 ▁좀 ▁이렇게 ▁많이 ▁오픈 ▁되지 ▁않는 ▁게 ▁좋을 ▁것 ▁같아서
2329	▁잘못 한 ▁부분이 ▁있으면 ▁이렇게 ▁잘라 서 ▁그때 ▁그때 ▁또 ▁다시 ▁할 ▁수 가 ▁있어요
2338	▁팬 레 터 를 ▁많이 ▁받 긴 ▁받았는데 도 ▁기억 나는 ▁ 몇 ▁장이 ▁있어요
2339	▁그래 ▁가지고 ▁옛날 에 ▁다 정 하던 ▁시절 이 ▁생각이 ▁많이 ▁났 었 던 ▁모양이에요 ▁그래 ▁가지고 ▁이혼 을 ▁접 고 ▁다시 ▁내려갔다 고 ▁고맙 다고
2361	▁근 데 ▁윤 시 내 ▁씨 의 ▁개성 이 ▁물 씬 ▁느껴지는 ▁노래 예요
2376	▁가 끔 ▁여러분 ▁좀 ▁웃 겨 ▁드리 려 고 ▁한 ▁번 ▁말씀 을 ▁드렸는데 ▁제 가 ▁이제
2401	▁이 ▁윤 시 내 ▁씨 가 ▁데뷔 ▁이후 에 ▁한 ▁번 도 ▁노래 를 ▁놓으 신 ▁적이 ▁없어요 ▁그 야 말로 ▁노래 에 ▁대한 ▁열정 만 으로 ▁살아 오 신 ▁분 ▁이 거든요
2442	▁이분 의 ▁건강 은 ▁또 ▁우리 ▁모두 의 ▁건강이 ▁아닐 까 ▁싶 기도 ▁한 데요
2449	▁그러 더니 ▁아프셨 다 면서 요 ▁선생님 ▁아프 시면 ▁안 ▁된다고 ▁선생님 ▁아프 면 ▁대한민국 이 ▁다 ▁아프 다고 ▁이렇게 ▁그래
2494	▁장 윤 정 씨 ▁요새 ▁잖아요 ▁그 것도 ▁노래자랑 ▁출신이 예요
2502	▁항 의 엽 서 가 ▁가 마 니 로 ▁들어오는 거야 ▁아무 리 ▁세상 이 ▁변 했어 도 ▁저 런 ▁일이 ▁있냐 ▁이 ▁말이 야 ▁ 며 느 리가 ▁노래 하고 ▁시 애 미 가 ▁춤 ▁추 고
2542	▁눈 ▁나 리는 ▁밤 ▁울 며 ▁헤 진 ▁부산 항 ▁검사 와 ▁여 선생 ▁울 지마라 ▁두 ▁남 매 ▁이런 ▁점 점점점 ▁오 면서 ▁홍 도 야 ▁울지 ▁마라 ▁뭐 ▁나오고 ▁이 랬는데
2592	▁최 재 성 ▁ 입니다 ▁반갑습니다
2605	▁이거 ▁라인 업이 ▁황금 이다 ▁이런 ▁얘기 를 ▁하는데 ▁이게 ▁요즘 ▁드라마 ▁제작 환경 상 ▁쉽지 는 ▁않 은 ▁걸로 ▁알 고 ▁있는데
2623	▁우 연 히 ▁봤는데 ▁일 ▁차에 ▁딱 ▁붙 어서 ▁흥 분이 ▁되기 ▁시작하 더라고요 ▁예 ▁그래서 ▁또 ▁이 ▁차에 도 ▁붙 고
2686	▁그래서 ▁아주 ▁가 장 ▁바람 직 한 ▁스 승 의 ▁모습 을 ▁보여주 고 ▁있어서 ▁많은 ▁분들이 ▁사랑 을 ▁해 ▁준 ▁거 ▁같고 요
2730	▁그래서 ▁생각 을 ▁좀 ▁줄 여 ▁봐 ▁라고 ▁얘기 를 ▁했는데 도 ▁생각 을 ▁줄 일 ▁수 가 ▁없이 ▁끊임없 이 ▁연기 적 인 ▁고민이 나
2740	▁잘 하고 ▁못 ▁하고 를 ▁떠나 서 ▁어떤 ▁그 ▁일 을 ▁접 하고 ▁연기 ▁일 하는 ▁그 ▁일 을 ▁접 하고 ▁배 역 을 ▁접 할 ▁때 ▁어떤 ▁마음 에 ▁있는 ▁자신감
2742	▁팬들 을 ▁위해서 ▁절대 ▁그만 ▁두 지 ▁마 세요
2787	▁요즘 ▁노래 ▁할 ▁수 ▁있는 ▁분위기 가 ▁아니 잖아요 ▁그래서 ▁그래도
2820	▁제 가 ▁대표 로 ▁케이비에스에 ▁와 ▁가지고 ▁노래 를 ▁했죠 ▁그때부터 ▁사실은
2893	▁이 ▁노래 조 차 도 ▁사실은 ▁그때 ▁맞 게 ▁알려 졌 을 ▁때 ▁여러분들 ▁사랑 ▁받았 을 ▁때 ▁십 ▁오 ▁년 ▁전에 ▁만들어 진 ▁노래 었어요
2901	▁사실은 ▁아이 를 ▁ 가졌 을 ▁때 ▁노래하는 ▁게 ▁더 ▁편 해요 ▁왜냐 하면 ▁뭔가 ▁든든하 다 ▁보니 ▁무겁 긴 ▁하지만
2945	▁좋은 ▁노래 ▁또 ▁이렇게 ▁여러분 ▁변 함 ▁없는 ▁이쁜 ▁모습 ▁보여드리 도 록 ▁하겠습니다
2954	▁옆 으로 ▁이렇게 ▁새 는 ▁걸 ▁허용 을 ▁안 ▁ 하죠
2968	▁십 ▁칠 ▁년 ▁정도 ▁됐는데 요 ▁저희 가 ▁거기 서 ▁그렇게 ▁뭔 ▁가 를 ▁시작 을 ▁해보 려 고 ▁했던 ▁것은
3024	▁그 리고 ▁이제 ▁미국 으로 ▁완 전 히 ▁다른 ▁세계 로 ▁이제 ▁들어가 게 ▁ 됐죠
3031	▁그러다 ▁또 ▁한 ▁삼 ▁년 ▁열 심 히 ▁교수 ▁생활 을 ▁하면서 ▁이제 는 ▁난 ▁더 ▁이상 ▁늦 기 ▁전에 ▁그때 가 ▁삼십 ▁대 ▁중반 ▁쯤 ▁됐 겠죠 ▁음악 으로 ▁가야 ▁된다
3036	▁그래서 ▁저 의 ▁그 ▁당시에 ▁젊은 ▁당시 ▁삼십 ▁대 에 ▁꿈 을 ▁그냥 ▁종 이 ▁두 ▁장 으로 ▁저는 ▁간 직 하고 ▁싶 었 던 ▁거죠
3047	▁엄마 가 ▁윤 교수 ▁아저씨 ▁하고 ▁이제 ▁한 ▁번 ▁진 지 하게 ▁연 애 를 ▁해보 려 고 ▁하는데 ▁사 귀어 ▁보 려 고 ▁하는데 ▁너희들 ▁어떠 니
3085	▁네 ▁번째 는 요 ▁이해 ▁받 기 ▁ 보다는 ▁이해 ▁하기 가 ▁먼저 다
3117	▁또 ▁안 산 문화재 단 ▁대표 이 사로 ▁활동 ▁열 심 히 ▁ 하시고요 ▁또 ▁교수님 ▁학생들 ▁가르 치면서 ▁음악 ▁꿈 ▁절대 ▁포기하 시면 ▁안 ▁됩니다
3132	▁거기에 ▁출연하 신 ▁분 ▁중에 ▁이제 ▁김 희 갑 ▁선생님 ▁황 정 순 ▁선생님 ▁그 ▁외에 ▁다른 ▁분들이 ▁계셨었 는데 ▁다 ▁감 기 ▁걸 린 ▁시 고 ▁이런 ▁기억 이 ▁있었고
3175	▁어쩌 면 ▁그 ▁가운데 ▁다 가 ▁풀 장 까지 ▁만들어 ▁놓고 ▁수영 도 ▁하고 ▁별 ▁짓 ▁다 ▁합니다
3208	▁그 들의 ▁행복 을 ▁위해 ▁그 들의 ▁죄 를 ▁떠 맡 고 ▁그 ▁고통 을 ▁기 꺼 이 ▁감수 ▁했 도 다 ▁그 리고 ▁나 ▁또 한 ▁불 연 히 ▁일어나 ▁말 할 ▁것이 다
3211	▁한 ▁ 마디 를 ▁이십 ▁분 ▁동안 ▁아니 ▁그러면 ▁연극 ▁총 ▁상 영 ▁시간이 ▁어느 ▁정도
3221	▁거기에 ▁인 제 ▁뭐 가 ▁학생들 이 ▁옹 기 종 기 ▁모여 ▁있는데 ▁뭔가 ▁이렇게 ▁ 봤더니 ▁어 ▁무 슨 ▁뭐 ▁소품 도 ▁들고 ▁분 장 도 ▁하고 ▁막 ▁이런 ▁거예요
3259	▁갔다 ▁와 ▁가지고 ▁저 ▁학교 를 ▁꼭 ▁가야 ▁되는데 ▁또 ▁인 제 ▁등록 금이 ▁없는 ▁거예요
3269	▁정부 에서 ▁저한테 ▁국가 유공 자 ▁예 우 를 ▁해 ▁ 줘요 ▁그 것도 ▁너무 ▁감사 해요
3272	▁무 려 ▁천 ▁대 ▁일 의 ▁경쟁 률 을 ▁ 뚫 고 ▁ 성우 가 ▁되 었지만 ▁일 ▁년 ▁만 에 ▁그만 둔 ▁사연
3292	▁인 제 ▁제 가 ▁연극 을 ▁하고 ▁싶어 서 ▁하는 ▁모 든 ▁일이 ▁연극 을 ▁하고 ▁싶어 서 ▁하는 ▁일 인데 ▁거기는 ▁이제 ▁월 급 을 ▁받 잖아요
3300	▁그럼 ▁옷 이 ▁이게 ▁뭐냐 고 ▁옷 ▁옷 이 ▁뭐 ▁어떠 냐 고 ▁그랬 더니 ▁청 바지 가 ▁이게 ▁웬 ▁말 이냐 고 ▁그래서
3304	▁왜 ▁좋은 ▁데 만 ▁있었는데 ▁그렇게 ▁천국 ▁같은 ▁걸 ▁박 차 고 ▁나올 ▁정도 면은 ▁뭔가 ▁있는 ▁거지
3308	▁뜨 개 질 ▁하면서 ▁대사 하고 ▁다 ▁해요
3342	▁ 몇 ▁년 ▁동안 이라도 ▁내 가 ▁남 한테 ▁신경 ▁쓰 지 ▁않고 ▁연극 ▁할 ▁수 ▁있다 ▁하는 ▁것 ▁때문에 ▁시작 을 ▁했던 ▁거죠
3377	▁그래서 ▁인 제 ▁인사하 고 ▁그냥 ▁나왔 죠 ▁그 ▁그 ▁그 ▁작품이 ▁내 ▁마음 의 ▁풍차
3394	▁이 ▁자리 ▁만큼 ▁나 한테 ▁소중 한 ▁자리 가 ▁없어요 ▁내 가 ▁저 런 ▁결정 을 ▁한 ▁거 는 ▁이 ▁자리에 ▁오기 ▁ 까지 의 ▁그냥 ▁어떤 ▁길 이었다
3521	▁관계 있는 ▁있는 ▁거 만 ▁보 러 ▁다니 시는 ▁거 ▁아니에요
3559	▁네
3563	▁지금 ▁옆 모습 으로 ▁이렇게 ▁그래서 ▁더 ▁더 더군 다 나 ▁비슷 하다 ▁그러 지 ▁않았 나 ▁싶은 데 ▁김혜 수 ▁씨 한테 ▁조금 ▁미안하 네요
3594	▁뭐 ▁걱정 ▁없는 ▁인생 이 ▁어디
3607	▁ 티비 ▁탈 랜 트 가 ▁뭔지 도 ▁몰랐 고
3620	▁그때 는 ▁조연 이었고
3656	▁일 종 의 ▁존재 감이 ▁대단하 지 ▁않았 나 ▁싶습
3714	▁근 데 ▁제 가 ▁한 ▁거 는 ▁동 아 수출 공사 라고 ▁지금 ▁그 ▁회사 만 ▁유일 하게 ▁내 가 ▁생각하고 ▁했어 ▁그때 ▁좀 ▁신기 했 기 ▁때문에
3715	▁그래서 ▁갔 더니 ▁좀 ▁보자 고 ▁해서 ▁갔 더니 ▁이게 ▁합 작 영화 인데
3767	▁아니 ▁그냥 ▁ 털 털 하게 ▁선 머 슴 ▁같았 다 ▁이런 ▁얘 깁 니다
3789	▁사실 ▁그 ▁나이 에 ▁ 면 사 포 ▁ 쓸 ▁수 ▁있는 ▁경험 도 ▁쉽지 ▁않 은 ▁거고
3799	▁고등 학교 ▁다닐 ▁때 ▁제 가 ▁인 제 ▁이 문 동 에 ▁있는 ▁학 굔 데 ▁친구들이 랑 ▁뭐 ▁이렇게 ▁학교 ▁끝나 고 ▁오 면은
3821	▁나 는 ▁탤런트 ▁뭐 ▁못해 ▁무용 을 ▁찍 을까요 ▁그래 ▁또 ▁이렇게 ▁보 더니 ▁에이 ▁탤런트 ▁있는데 ▁ 똥 그래 미 ▁치 래
3958	▁그래서 ▁오 ▁그래 ▁그 니까 ▁저는 ▁제 가 ▁이렇게 ▁보면 ▁누구 ▁도움 이 ▁항상 ▁있었 던 ▁같애 ▁네 ▁항상
4016	▁어 찌 ▁보면 ▁그 ▁감수성 이 ▁예 민하시 기 ▁때문에 ▁그런 ▁수 많은 ▁명 곡 들이 ▁탄생 할 ▁수 ▁있는 ▁거죠
4079	▁입이 ▁풀 리 셨습니다 ▁이제 ▁저희 가 ▁본 의 ▁아니 게 ▁인 제 ▁나 훈 아 ▁선생님 ▁얘기 를 ▁길 게 ▁했는데 ▁사실 ▁형 님이 ▁큰 ▁산 이면 ▁든든 한 ▁언 덕 이 ▁될 ▁수도 ▁있지만
4124	▁매일 ▁저녁에 ▁공연 이 ▁ 랍 시고 ▁하지만 ▁저한테 는 ▁연습 ▁기 ▁시간 이에요
4219	▁소년 ▁재판 은 ▁삼 ▁분 ▁컵 라면 ▁재판 ▁이 더라
4221	▁이천 ▁십 ▁년 ▁이 ▁월 에 ▁창 원에 ▁가서 ▁인 제 ▁사건 을 ▁처 리 하는 ▁데 ▁그 ▁당시 가 ▁소년 ▁사건이 ▁가 장 ▁많은 ▁때 였 거든요
4230	▁맞습니다 ▁어떤 ▁아이 는 ▁사실 ▁그날 ▁호 통 ▁심 하게 ▁친 ▁친 ▁친구 가 ▁친구 ▁있었는데 요
4248	▁그래서 ▁저는 ▁아이들 의 ▁인생 을 ▁생각 해서 요 ▁지금 ▁현재 ▁십 ▁호 ▁처분 ▁다음에 ▁처분 이 ▁구 ▁호 ▁처분 ▁이 거든요
4293	▁자기 ▁방 에서 ▁일 ▁인 ▁일 ▁실 로 ▁이렇게 ▁생활 ▁하 즈 꼬 ▁있지 ▁않 습니까
4336	▁일단 ▁바 꾼 ▁다음에 ▁제 가 ▁말씀 을 ▁드릴게요
4402	▁저 ▁그 리고 ▁또 ▁이 영 주 라는 ▁언니 가 ▁하나 ▁있었는데 ▁이 ▁언니 는 ▁나오 자 마 자 ▁어디 론 가 ▁가 뻐 렸어요
4413	▁근 데 ▁그때 ▁하 이 틴 ▁이미지 가 ▁고정 이 ▁되면은 ▁성인 으로 ▁전환하기 ▁쉽지 ▁않다 ▁감독님들 께서 ▁야 ▁너 ▁조금 만 ▁더 ▁커 ▁라
4421	▁얼굴 이 ▁다 ▁빨 개 졌 네
4422	▁ 쎈 ▁언니 가 ▁나오시 니까 ▁앞에 ▁차분하 고 ▁조 신 했던 ▁이미지 가 ▁그냥 ▁금 세 ▁사라져 ▁버리 네요
4468	▁이러면 은 ▁임미숙씨 도 ▁다르 게 ▁생각 할 ▁수 ▁있었 겠지만 ▁김학래 씨 는 ▁임미숙씨 가 ▁있기 를 ▁바 랬잖아요
4505	▁계약 서 ▁같은 ▁걸 ▁써 ▁놓고 도 ▁하고 ▁이러 는데 ▁그런 ▁계약 서 ▁같은 ▁거 ▁ 쓴 ▁적 은 ▁없 지요
4568	▁과거에 ▁받 은 ▁도움 이 ▁있으시다 면
4569	▁아니 ▁없어도 ▁드리 면 ▁좋은 ▁거 지요
